,EW5,EW6,EW8,EW9,EW10,EW14A,EW15A,EW15B,EW16A,EW16B,EW16C,EW18A,EW18B,HB1,HB2,HB3,HB4,HB5,HB6,HB7,HB8,AI1,GR9F,GR13A,GR16A,GR18A,GR18B,GR22,GR27A,MH1A,MH1E,MH2,MH4A,FP2A,URBAN2011,METRO,ID11,ID13,COPC,INCOMEPC,NPERSONS,ED2,ED4
23891,2,2,1,0,2,0,1,1,0,1,0,1,1,0,1,2,2,1,4,4,3,0,0,0,0,0,0,0,0,0,1,1,3,,0,0,1,3,3.0,2.0,2,1,1
23892,2,3,1,3,3,0,1,1,0,0,0,1,1,1,1,2,2,2,4,4,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4,2.0,2.0,4,0,0
23893,4,3,1,2,2,0,1,1,0,0,0,1,1,0,1,2,2,2,4,4,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,3,2.0,2.0,6,0,0
23894,4,2,1,1,3,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,3,1.0,1.0,5,0,0
23895,2,2,1,2,2,0,1,1,0,1,0,1,1,0,1,1,2,2,4,4,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,2,2.0,2.0,5,0,1
23896,2,5,1,4,4,0,1,1,0,0,0,1,1,,1,1,2,2,4,4,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,3,3.0,2.0,5,0,0
23897,4,1,1,0,4,0,1,1,0,0,0,1,1,,1,2,2,2,4,4,2,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,3,3.0,2.0,5,0,0
23898,2,2,1,2,2,0,1,1,0,0,0,1,1,,0,1,2,2,4,4,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,2.0,6,1,1
23899,2,2,1,1,2,0,1,1,0,0,0,1,1,0,1,1,2,2,4,4,2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,3,2.0,2.0,4,1,1
23900,4,2,1,1,3,0,1,1,0,1,0,1,1,0,1,1,2,3,4,3,3,0,0,0,0,0,0,0,1,0,1,1,3,,0,0,1,1,1.0,1.0,9,1,1
23901,1,4,1,4,1,0,1,1,0,1,0,1,1,0,1,3,2,4,4,4,3,0,1,0,0,0,0,0,1,1,1,2,3,,0,0,1,3,3.0,1.0,6,1,1
23902,4,2,1,0,1,0,1,1,0,0,0,1,1,0,1,3,2,4,4,4,,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,1.0,2.0,3,0,0
23903,2,3,1,4,1,0,1,1,0,0,0,1,1,0,1,2,3,4,4,4,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,1.0,2.0,6,0,0
23904,2,4,1,6,2,0,1,1,0,0,0,1,1,1,1,2,2,1,4,4,3,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4,2.0,2.0,8,0,0
23905,2,4,1,2,2,0,1,1,0,1,0,1,1,0,1,2,2,2,4,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,2.0,3,0,0
23906,2,4,1,3,2,0,1,1,0,0,0,1,1,0,1,2,2,1,4,4,3,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4,1.0,1.0,6,0,0
23907,2,6,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,1,4,4,3,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4,1.0,1.0,8,0,0
23908,4,2,1,2,2,1,1,1,0,0,0,1,1,1,1,2,1,1,4,4,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4,1.0,1.0,8,1,1
23909,3,4,1,0,1,0,1,1,0,0,0,2,1,0,1,1,2,3,4,3,3,0,1,0,1,0,1,0,1,0,2,3,3,0,0,0,1,3,3.0,2.0,7,0,0
23910,2,4,1,5,2,0,1,1,0,0,0,1,1,0,1,1,2,2,4,4,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,2.0,5,0,0
23911,2,5,1,2,1,0,1,1,0,0,0,1,1,0,1,3,2,4,4,4,3,0,0,1,1,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,3.0,10,1,1
23912,4,2,1,2,1,0,1,1,0,1,1,2,1,0,1,1,2,3,2,2,3,1,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,3.0,10,1,1
23913,2,2,1,3,2,0,1,1,0,1,0,1,1,0,1,1,2,2,4,4,3,1,0,0,0,0,0,1,1,1,1,1,3,1,0,0,1,4,1.0,2.0,6,0,0
23914,2,3,1,3,1,0,1,1,0,0,0,1,1,0,1,3,3,4,4,4,3,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,1,4,1.0,1.0,5,0,0
23915,2,2,1,2,2,0,1,1,0,0,0,1,1,0,1,1,2,1,2,3,3,1,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,1.0,2.0,6,0,0
23916,4,4,1,4,1,0,1,2,0,1,0,2,1,0,1,1,2,3,4,3,3,0,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,3.0,3.0,15,1,1
23917,2,4,1,2,2,0,1,1,0,1,0,3,1,0,1,1,2,2,4,3,3,1,1,0,0,0,0,0,1,2,1,1,3,1,0,0,1,3,3.0,3.0,8,1,1
23918,4,3,1,3,1,0,1,1,0,1,0,1,1,0,1,1,2,3,2,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,1.0,7,1,1
23919,2,4,1,2,2,0,1,1,0,1,0,1,1,0,1,1,2,2,2,4,3,1,0,0,0,0,0,1,1,2,1,1,3,1,0,0,1,3,3.0,1.0,3,0,0
23920,2,3,1,5,2,0,1,1,0,1,0,1,1,0,1,1,2,2,2,4,3,1,0,0,0,0,0,0,1,2,1,1,3,1,0,0,1,3,2.0,2.0,7,1,1
23921,2,4,1,5,4,0,1,1,0,0,0,1,1,1,0,1,2,2,4,4,3,0,0,0,1,0,0,1,1,0,1,1,2,1,0,0,1,5,2.0,1.0,6,0,0
23922,10,4,1,4,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,4,3,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,5,2.0,1.0,9,0,0
23923,2,3,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,4,3,1,1,0,0,0,0,1,0,1,1,1,3,1,0,0,1,4,1.0,2.0,4,1,1
23924,3,3,1,0,4,0,1,1,0,0,0,1,1,0,1,1,2,3,1,3,3,1,1,0,0,0,0,0,1,1,1,3,3,0,0,0,1,4,1.0,2.0,10,1,1
23925,2,5,1,5,2,0,1,1,0,1,0,1,1,0,1,1,2,1,4,3,3,1,1,1,1,0,0,0,1,0,1,1,3,0,0,0,1,3,2.0,2.0,5,0,0
23926,4,2,1,1,2,0,1,1,1,1,0,1,1,0,1,1,2,2,4,3,3,1,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,2.0,2.0,5,1,1
23927,4,3,1,1,2,0,1,1,0,1,0,3,1,0,0,1,2,2,2,3,1,1,1,0,1,0,0,1,1,0,1,1,2,0,0,0,1,3,3.0,3.0,6,1,1
23928,2,3,1,1,2,0,1,1,0,0,0,1,1,0,1,1,2,1,4,4,3,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,3,2.0,2.0,3,0,0
23929,2,3,1,0,1,0,1,1,0,0,0,1,1,0,1,2,2,4,4,4,,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,3,2.0,2.0,3,0,0
23930,2,2,1,1,2,0,1,1,0,0,0,1,1,0,1,1,2,1,4,4,3,0,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,1.0,2.0,6,0,0
23931,1,4,1,4,2,0,1,1,0,0,0,1,1,0,1,1,2,1,4,4,3,0,1,0,0,0,0,0,1,0,1,2,3,,0,0,1,4,1.0,2.0,7,0,0
23932,4,2,1,1,2,0,1,1,0,1,0,1,1,0,1,1,2,1,4,4,3,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,1.0,2.0,7,1,1
23933,2,3,1,2,1,0,1,1,0,1,0,1,1,0,1,3,2,4,4,4,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,1.0,3,1,0
23934,2,3,1,1,1,0,1,1,0,0,0,1,1,0,1,2,2,4,4,4,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,2.0,3,0,0
23935,2,3,1,3,1,0,1,1,0,0,0,1,1,0,1,2,2,4,4,3,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,3,2.0,1.0,5,0,0
23936,2,5,1,1,1,0,1,1,0,0,0,1,1,0,1,2,3,,4,4,5,0,0,1,1,0,0,0,1,0,1,1,3,0,0,0,1,3,1.0,1.0,6,0,0
23937,4,3,1,3,1,0,1,1,0,0,0,1,1,0,1,3,2,4,4,4,,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,1.0,1.0,6,0,0
23938,4,2,1,3,2,0,1,1,0,1,0,1,1,0,1,1,2,2,4,4,3,1,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,2.0,2.0,8,0,0
23939,4,2,1,1,2,0,1,1,0,1,0,1,1,0,1,1,2,2,4,4,3,1,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,3,2.0,2.0,8,0,0
23940,4,3,1,4,2,0,1,1,0,1,0,1,1,,,2,2,2,4,4,,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,2.0,3.0,8,1,1
23941,2,3,1,3,4,0,1,1,0,1,0,1,1,0,1,2,2,2,1,3,3,1,0,0,0,0,0,0,1,1,1,1,3,1,0,0,1,4,2.0,1.0,5,1,1
23942,10,3,1,3,2,0,1,1,0,1,0,2,2,0,1,1,2,2,4,4,1,0,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,2.0,2.0,8,0,1
23943,2,4,1,5,3,0,1,1,0,1,0,2,1,0,1,1,2,3,2,3,3,1,1,0,0,1,1,1,1,1,1,1,3,1,0,0,1,3,2.0,2.0,8,1,1
23944,2,2,1,1,2,0,1,1,0,1,0,1,1,0,1,1,1,2,4,3,3,1,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1,4,3.0,2.0,3,1,1
23945,2,2,1,0,2,0,1,1,0,0,0,1,1,0,1,1,2,2,4,4,3,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,4,3.0,2.0,2,1,1
23946,2,4,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,4,3,0,1,1,0,0,0,0,1,2,1,1,3,1,0,0,1,4,2.0,2.0,6,0,0
23947,2,3,1,3,4,0,1,1,0,0,0,1,1,1,1,1,2,2,4,3,3,1,0,0,0,0,0,1,0,1,1,1,3,1,0,0,1,4,2.0,1.0,5,0,0
23948,2,3,1,2,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,0,1,0,0,0,0,1,0,2,1,1,3,1,0,0,1,4,2.0,2.0,4,1,1
23949,2,4,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,1,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,2.0,2.0,4,0,0
23950,4,2,1,0,3,0,1,2,0,1,1,1,1,0,1,1,2,3,4,3,3,1,0,0,0,0,0,1,1,2,1,1,3,1,0,0,1,3,2.0,2.0,4,0,0
23951,2,3,1,5,3,0,1,1,0,1,0,2,1,0,1,1,2,3,2,3,3,1,1,0,0,0,0,1,1,1,1,1,3,1,0,0,1,4,2.0,2.0,8,1,1
23952,2,4,1,2,2,0,1,1,0,0,0,1,1,0,1,2,1,1,4,3,3,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,2.0,2.0,5,1,1
23953,2,2,1,1,3,1,1,1,1,1,1,1,1,0,1,1,2,2,4,3,3,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,4,2.0,2.0,3,1,1
23954,2,3,1,3,2,0,1,1,0,0,0,3,1,0,1,1,2,2,4,4,3,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,1,1,2.0,2.0,6,0,0
23955,2,3,1,3,4,0,1,1,0,0,0,1,1,,,2,2,,4,4,3,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,2,3,2.0,2.0,5,0,0
23956,2,5,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,0,0,1,0,0,0,0,1,0,1,1,3,1,0,0,2,3,2.0,2.0,9,0,0
23957,4,2,1,2,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,1,0,0,0,0,0,0,1,1,1,1,3,,0,0,2,3,2.0,2.0,9,1,1
23958,2,3,1,2,2,0,1,1,0,0,0,1,1,0,0,1,2,2,4,4,2,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,2.0,2.0,6,0,1
23959,2,5,1,5,2,0,1,1,0,0,0,1,1,0,1,1,2,2,4,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,1.0,2.0,5,0,0
23960,3,2,1,2,2,0,1,1,0,1,1,1,1,0,1,1,2,2,4,3,3,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,1,3,1.0,2.0,5,1,1
23961,4,3,1,2,2,0,1,1,0,1,1,1,1,0,1,1,2,2,2,3,3,0,0,0,0,0,0,0,1,2,1,1,3,1,0,0,1,3,1.0,2.0,9,0,0
23962,2,3,1,4,1,0,1,1,0,0,0,1,1,0,1,1,2,4,4,4,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,1.0,6,0,0
23963,4,3,1,2,2,1,1,2,1,1,0,16,1,0,1,1,2,2,2,3,2,1,1,0,1,0,0,1,1,1,1,1,3,1,0,0,1,1,2.0,3.0,11,1,1
23964,10,4,1,2,2,0,1,2,0,1,0,16,1,0,1,1,2,2,4,3,3,1,1,1,1,0,0,1,1,0,1,1,3,,0,0,1,1,2.0,3.0,11,1,1
23965,4,3,1,2,1,1,2,1,1,0,1,1,1,0,1,1,2,2,2,3,3,1,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,2.0,1.0,12,0,0
23966,2,4,1,2,2,0,1,1,0,0,0,1,1,0,1,1,2,2,4,3,3,0,0,1,0,0,0,1,0,0,1,1,3,0,0,0,1,4,2.0,2.0,3,0,0
23967,2,4,1,3,2,0,1,1,0,1,0,1,1,0,1,1,2,1,4,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,1.0,2.0,15,0,0
23968,10,4,1,4,2,0,1,1,0,0,0,1,16,0,1,1,2,2,4,3,3,1,1,0,0,0,0,0,1,1,1,1,3,1,0,0,1,3,1.0,2.0,15,1,1
23969,4,2,1,1,1,0,1,1,0,1,1,2,1,0,1,1,2,2,2,3,3,1,0,0,0,0,0,0,1,1,1,1,3,,0,0,1,2,2.0,2.0,7,1,1
23970,2,5,1,3,1,0,1,1,0,0,1,1,1,0,1,3,2,3,4,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,2,3.0,1.0,5,1,1
23971,4,1,1,0,1,1,1,2,1,1,1,1,1,0,1,1,2,3,2,3,,1,0,0,0,0,0,1,1,1,1,1,3,0,0,0,1,2,3.0,1.0,5,1,1
23972,2,4,1,5,1,0,1,1,0,0,0,1,1,0,1,3,2,4,4,4,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,2.0,4,0,0
23973,4,1,1,0,1,0,1,1,0,1,0,1,1,,1,1,2,,2,3,,1,0,0,0,0,0,1,1,1,1,1,3,0,0,0,1,3,3.0,2.0,4,1,1
23974,4,4,1,3,1,1,1,1,1,1,1,2,1,0,1,1,2,3,2,3,3,1,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,2,3.0,3.0,7,1,1
23975,4,2,1,2,1,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,1,0,0,0,0,0,0,0,1,2,1,3,1,0,0,1,3,1.0,2.0,12,1,1
23976,4,2,1,2,1,0,1,1,0,1,0,1,1,0,1,1,2,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,3,1.0,2.0,12,1,1
23977,2,4,1,2,1,0,1,1,0,0,0,1,1,0,1,1,2,4,4,3,3,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,1,4,3.0,2.0,6,0,0
23978,2,2,1,2,1,0,1,1,0,0,0,1,16,0,1,2,2,3,4,4,3,1,0,0,0,0,1,1,0,0,1,1,3,1,0,0,1,4,3.0,2.0,3,1,1
23979,2,4,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,1,2,3,3,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4,1.0,2.0,9,0,0
23980,4,2,1,3,2,0,1,1,0,1,0,1,1,0,1,1,2,1,2,4,3,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4,1.0,2.0,9,1,1
23981,2,5,1,2,2,0,1,1,0,1,1,2,1,,1,3,2,3,2,3,3,0,0,0,0,0,0,0,0,2,1,1,3,1,0,0,1,1,1.0,2.0,7,1,1
23982,4,2,1,1,1,0,1,1,0,1,1,1,1,0,1,1,2,3,2,3,3,0,0,0,0,0,0,0,0,2,1,1,3,,0,0,1,1,1.0,2.0,7,1,1
23983,2,2,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,3,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,4,1.0,1.0,5,1,1
23984,2,3,1,1,2,0,1,1,0,1,0,1,1,0,1,1,2,1,4,3,3,1,1,0,0,0,0,1,1,0,1,1,3,0,1,0,1,2,2.0,2.0,4,1,1
23985,2,2,1,0,2,0,1,1,0,1,0,1,1,0,1,1,2,3,4,3,3,1,1,0,0,0,0,1,0,2,1,1,3,0,1,0,1,2,2.0,2.0,2,1,1
23986,2,4,2,3,2,0,1,1,0,0,0,16,2,0,1,1,2,3,1,3,3,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,1,3,3.0,3.0,3,1,1
23987,2,4,1,3,1,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,1,1,0,0,0,0,0,0,0,1,1,3,1,1,0,1,4,2.0,2.0,5,1,1
23988,2,5,1,3,1,1,1,1,1,1,0,3,1,0,1,1,2,3,2,3,3,1,1,1,1,0,1,1,1,1,1,1,3,1,1,0,1,3,2.0,2.0,6,1,1
23989,4,2,1,2,1,1,1,2,1,1,1,1,2,0,1,1,2,3,2,3,3,1,0,0,0,0,0,1,1,1,1,1,3,0,1,0,1,3,2.0,2.0,6,1,1
23990,4,4,1,3,3,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,1,0,1,1,1,0,1,1,1,1,1,3,1,1,0,2,2,2.0,2.0,7,1,0
23991,11,1,1,0,2,1,1,1,1,1,0,1,1,0,1,,2,1,4,3,3,1,1,0,1,0,0,0,1,1,1,1,3,0,1,0,2,2,2.0,2.0,7,1,1
23992,10,3,1,2,2,1,1,1,1,1,1,1,3,0,1,1,2,2,2,3,3,1,1,0,0,0,0,0,1,2,1,1,3,1,1,0,1,3,2.0,2.0,14,1,1
23993,2,3,3,2,1,1,1,2,1,1,0,16,3,0,1,1,3,2,2,3,3,1,1,0,0,0,0,1,1,2,1,1,3,1,1,0,2,2,2.0,2.0,6,1,1
23994,1,3,2,2,2,0,1,1,0,0,0,16,1,0,1,1,2,2,2,3,3,1,1,0,0,0,0,0,1,1,1,1,3,1,1,0,2,2,3.0,3.0,3,1,1
23995,2,4,1,3,1,0,1,2,0,1,0,3,1,0,1,1,2,3,4,3,3,1,1,0,0,0,1,1,1,0,1,1,3,1,1,0,1,3,3.0,2.0,4,1,1
23996,2,4,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,1,2,3,3,0,1,0,0,0,0,1,1,0,1,1,3,0,1,0,1,4,2.0,2.0,5,0,0
23997,4,1,1,0,2,0,1,1,0,0,0,1,1,0,1,1,2,1,2,3,3,0,1,0,0,0,0,0,1,1,1,1,3,0,1,0,1,4,2.0,2.0,5,0,0
23998,2,3,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,1,2,3,3,1,1,0,0,0,0,0,0,0,1,1,3,1,1,0,1,3,2.0,2.0,5,1,1
23999,2,3,1,3,2,0,1,1,0,1,1,2,1,0,1,1,2,3,2,3,3,0,1,0,0,0,0,1,1,1,1,1,3,1,1,0,1,4,2.0,2.0,5,1,1
24000,4,2,2,1,2,1,1,1,1,1,1,1,1,0,,1,2,2,4,4,3,1,0,1,1,0,0,1,1,2,1,1,2,0,1,0,2,3,2.0,2.0,5,1,1
24001,2,2,1,4,3,1,1,1,1,1,1,1,1,1,0,1,2,2,2,3,3,1,1,0,0,0,0,1,0,0,1,1,2,0,1,0,2,3,2.0,2.0,6,1,1
24002,4,2,1,1,2,1,1,1,1,1,1,1,1,0,1,1,2,2,4,4,3,1,1,0,0,0,0,1,0,2,1,1,2,0,1,0,2,3,2.0,1.0,6,1,1
24003,2,3,1,2,2,0,1,1,0,1,0,1,2,0,0,1,2,2,2,3,3,1,0,1,1,0,0,1,1,0,1,1,3,1,1,0,1,4,3.0,3.0,4,1,1
24004,2,4,1,3,2,1,1,1,1,1,1,1,2,0,1,1,2,2,2,3,3,1,1,1,1,0,0,1,0,2,1,1,2,1,1,0,1,4,3.0,2.0,4,1,1
24005,1,3,1,2,2,1,1,1,1,1,1,1,1,0,,1,2,2,2,3,3,1,1,1,1,0,0,1,1,0,1,1,2,1,1,0,2,3,3.0,1.0,4,1,1
24006,2,3,1,5,2,0,1,1,0,1,0,1,1,0,1,1,2,3,4,3,3,1,1,0,0,0,0,1,1,1,1,1,3,1,1,0,1,4,2.0,2.0,6,1,1
24007,2,3,1,3,2,1,1,2,1,1,0,1,1,0,1,1,2,3,2,3,3,1,1,0,0,0,0,1,1,1,1,1,3,1,1,0,1,1,2.0,2.0,3,1,1
24008,4,2,1,2,2,0,1,1,0,1,0,1,1,0,1,1,2,3,4,2,3,1,1,0,0,0,0,0,1,2,1,2,3,,1,0,1,3,1.0,2.0,5,1,1
24009,2,5,1,3,2,0,1,1,1,1,1,1,1,0,1,1,2,2,2,3,3,1,1,1,1,0,0,0,1,2,1,1,3,1,1,0,2,2,3.0,3.0,4,1,1
24010,2,5,1,3,2,1,1,2,1,1,1,16,2,0,1,1,2,2,2,3,3,1,1,1,0,0,0,0,1,1,1,1,3,1,1,0,1,3,2.0,2.0,11,1,1
24011,4,3,16,1,3,1,1,2,1,1,1,16,1,0,1,1,2,2,2,3,3,1,1,1,1,0,0,1,1,2,1,1,3,1,1,0,1,3,2.0,2.0,11,1,1
24012,2,4,1,2,3,0,1,1,0,1,0,1,1,0,1,1,2,3,4,3,3,1,1,0,0,0,1,1,1,2,1,1,3,1,1,0,1,4,2.0,2.0,4,1,1
24013,2,3,1,3,3,1,1,1,1,1,1,1,1,0,1,1,2,2,1,3,3,1,1,0,0,0,0,1,1,0,1,1,3,1,1,0,1,4,2.0,2.0,7,1,1
24014,2,3,1,3,1,0,1,3,0,1,0,16,1,0,1,1,2,3,2,3,3,1,1,0,0,0,0,1,1,0,1,1,3,1,1,0,1,1,3.0,2.0,4,1,1
24015,2,4,1,2,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,1,1,0,0,0,0,0,1,0,1,1,3,1,1,0,1,3,2.0,1.0,4,1,1
24016,2,3,1,2,2,0,1,1,0,1,0,3,1,0,0,1,2,2,4,4,3,1,1,0,0,0,0,1,1,0,1,1,2,1,1,0,1,4,2.0,2.0,4,1,1
24017,2,3,1,3,2,0,1,1,0,0,0,1,1,0,1,1,2,2,2,4,3,1,0,0,0,0,0,1,0,0,1,1,3,1,1,0,1,4,3.0,2.0,6,1,1
24018,2,4,1,5,2,0,1,1,0,0,0,1,1,0,1,1,2,3,2,3,3,1,1,0,0,0,1,1,1,0,1,1,3,1,1,0,1,4,1.0,1.0,11,1,1
24019,1,4,1,4,4,0,1,1,0,0,0,3,16,0,1,1,2,2,4,4,3,1,0,0,0,0,0,,1,0,1,2,2,,1,0,1,5,3.0,3.0,2,1,1
24020,2,4,1,5,2,0,1,1,0,0,0,1,1,0,1,1,2,1,4,4,3,0,1,0,0,0,0,0,1,0,1,1,3,1,1,0,1,4,2.0,2.0,6,0,0
24021,4,3,1,3,4,0,1,1,0,1,0,1,1,0,1,1,2,2,4,4,3,1,1,0,0,0,0,1,1,0,1,1,3,1,1,0,1,4,2.0,2.0,6,1,1
24022,2,4,1,4,4,0,1,1,0,1,0,1,1,0,0,1,2,2,4,3,3,1,1,0,0,0,0,1,1,0,1,1,2,1,1,0,1,3,2.0,2.0,7,0,0
24023,4,2,1,3,3,1,2,1,1,1,0,2,1,0,,1,2,2,2,3,3,1,1,0,0,0,0,1,1,2,1,1,2,1,1,0,1,3,2.0,2.0,7,1,1
24024,2,3,1,4,2,0,1,1,0,1,0,1,1,,1,1,2,2,4,4,3,1,0,0,0,0,0,0,0,0,1,1,3,1,1,0,2,3,2.0,1.0,6,0,0
24025,1,6,2,5,2,1,1,1,1,1,0,2,1,0,1,1,2,2,2,3,3,1,1,0,0,0,0,0,1,1,1,2,3,,1,0,2,3,1.0,1.0,1,1,1
24026,2,3,16,0,3,1,1,1,1,1,0,3,1,0,1,1,2,3,2,3,3,1,1,0,0,0,0,0,1,3,1,1,3,0,1,0,2,3,3.0,3.0,2,1,1
24027,2,2,1,1,2,1,1,1,1,0,1,1,1,0,1,1,2,,2,3,3,1,0,0,0,0,0,0,0,1,1,1,3,1,1,0,2,3,2.0,2.0,4,1,1
24028,2,3,1,3,2,0,1,1,0,1,0,1,1,0,1,1,2,2,4,3,3,1,1,0,0,0,0,0,1,0,1,1,3,1,1,0,2,2,1.0,2.0,6,0,0
24029,2,5,1,3,1,0,1,1,0,0,0,1,1,,1,3,2,4,4,4,3,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,2,3,2.0,2.0,5,0,0
24030,4,2,1,0,1,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,,1,0,0,0,0,0,0,0,2,1,1,3,0,1,0,2,3,2.0,2.0,5,1,1
24031,2,2,1,4,1,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,3,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,2,3,1.0,1.0,6,0,0
24032,2,5,1,3,4,0,1,1,0,0,0,1,1,1,1,2,2,2,4,3,3,0,1,0,0,0,0,0,1,1,1,1,3,0,1,0,1,3,2.0,2.0,6,0,0
24033,2,4,1,6,2,0,1,1,0,0,0,1,1,0,1,1,2,2,4,4,3,0,1,0,0,0,0,1,1,0,1,1,3,0,1,0,1,4,2.0,2.0,7,0,0
24034,2,5,1,4,4,0,1,1,0,0,0,1,1,0,1,3,3,4,4,4,3,0,1,0,0,0,0,0,1,0,1,1,3,0,1,0,2,2,2.0,2.0,4,0,0
24035,2,2,1,1,3,0,1,1,1,1,0,1,1,0,1,1,2,2,2,3,3,0,1,0,0,0,0,0,0,0,1,1,3,1,1,0,2,2,2.0,2.0,3,1,1
24036,2,1,1,0,2,0,1,1,0,1,0,1,1,0,1,1,2,2,4,3,3,0,1,0,0,0,0,1,0,1,1,1,3,,1,0,2,2,2.0,2.0,2,1,1
24037,2,2,1,3,2,0,1,1,0,0,0,1,1,0,0,2,2,2,4,4,3,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,2,3,2.0,1.0,5,0,0
24038,4,2,1,3,2,0,1,1,0,1,1,2,1,0,1,1,2,2,2,3,3,0,1,0,0,0,0,1,0,0,1,1,3,1,1,0,2,3,1.0,2.0,9,1,1
