,EW5,EW6,EW8,EW9,EW10,EW14A,EW15A,EW15B,EW16A,EW16B,EW16C,EW18A,EW18B,HB1,HB2,HB3,HB4,HB5,HB6,HB7,HB8,AI1,GR9F,GR13A,GR16A,GR18A,GR18B,GR22,GR27A,MH1A,MH1E,MH2,MH4A,FP2A,URBAN2011,METRO,ID11,ID13,COPC,INCOMEPC,NPERSONS,ED2,ED4
10525,2,3,1,2,3,0,1,1,0,1,0,1,1,1,1,2,2,2,,3,3,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,4,1.0,1.0,5,0,0
10526,2,5,1,2,4,0,1,1,0,1,0,1,1,0,1,1,2,2,4,3,3,0,1,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,2.0,2.0,3,1,1
10527,2,4,1,7,4,0,1,1,0,1,0,1,1,1,1,1,2,2,,3,,0,1,0,0,0,0,0,1,1,2,1,3,0,0,0,1,4,2.0,1.0,7,0,0
10528,2,2,1,1,3,0,1,1,0,0,0,1,1,0,1,1,2,1,,3,3,0,1,0,0,0,0,1,1,1,1,1,3,,0,0,1,4,2.0,1.0,3,0,0
10529,2,2,1,1,1,0,1,1,0,0,0,1,1,1,1,1,2,2,2,3,3,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,4,1.0,1.0,3,0,0
10530,2,2,1,0,1,0,1,1,0,0,0,1,1,1,1,2,2,2,2,3,3,0,,0,0,0,0,0,0,1,1,1,3,,0,0,1,4,2.0,1.0,2,0,0
10531,2,3,1,6,2,0,1,1,0,0,0,1,1,1,1,2,2,1,2,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,2,3,1.0,1.0,8,0,0
10532,2,3,1,5,4,0,1,1,0,1,0,1,1,1,1,2,2,2,4,3,3,0,1,0,0,0,0,0,1,1,1,1,3,0,0,0,2,3,1.0,1.0,7,0,0
10533,2,2,1,3,3,0,1,1,0,1,0,3,1,1,1,1,2,1,4,3,3,0,1,0,0,0,0,0,1,0,1,1,3,0,0,0,2,3,2.0,1.0,5,1,1
10534,4,2,1,1,3,0,1,1,0,1,0,1,1,1,1,1,2,2,3,3,3,1,1,0,0,0,0,1,1,1,1,1,3,0,0,0,2,3,2.0,2.0,4,1,1
10535,1,3,1,2,4,0,1,1,0,0,0,1,1,0,1,2,2,1,1,3,2,0,1,1,0,0,0,1,1,0,1,1,3,1,0,0,1,4,2.0,1.0,3,0,0
10536,2,3,1,2,4,0,1,1,0,0,0,1,1,0,1,1,2,1,4,3,2,0,1,1,0,0,0,0,1,2,1,1,3,0,0,0,1,4,1.0,1.0,4,0,0
10537,2,3,1,2,4,0,1,1,0,0,0,1,1,1,1,1,2,2,1,3,3,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,2.0,1.0,4,0,0
10538,2,3,1,3,4,0,1,1,0,1,0,1,2,0,1,1,2,1,1,3,2,1,0,1,0,0,0,1,1,0,1,1,3,1,0,0,1,3,1.0,1.0,6,0,1
10539,2,2,1,3,2,0,1,1,0,0,0,2,1,0,1,1,2,1,3,2,3,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,1,4,1.0,1.0,5,0,0
10540,2,4,1,6,2,0,1,1,0,1,0,1,1,0,1,1,2,1,2,3,2,1,1,1,1,0,0,1,1,0,1,1,3,1,0,0,1,3,2.0,1.0,7,0,1
10541,2,4,1,8,2,0,1,1,0,0,0,1,1,0,1,1,2,1,2,3,2,1,0,0,0,0,0,1,1,0,1,1,3,1,0,0,2,3,1.0,1.0,6,0,0
10542,2,4,1,6,4,1,1,2,1,1,0,1,1,0,1,1,2,1,1,3,2,1,1,1,0,0,0,1,1,0,1,1,3,1,0,0,1,2,3.0,2.0,5,1,1
10543,2,2,1,1,2,0,1,1,0,1,1,1,1,0,1,1,2,1,1,3,2,1,0,1,0,0,0,0,1,2,1,1,3,0,0,0,1,2,2.0,1.0,3,1,1
10544,2,3,1,3,4,0,1,1,0,1,0,3,1,0,1,1,2,2,1,3,3,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,1,2,2.0,1.0,7,1,1
10545,2,2,1,0,2,0,1,1,0,0,0,1,1,1,1,1,2,2,1,2,3,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,2,3,2.0,2.0,3,0,0
10546,2,3,1,5,4,0,1,1,0,0,0,1,1,0,0,1,2,2,1,3,3,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,2,3,1.0,1.0,8,0,0
10547,2,2,1,4,4,0,1,1,0,0,0,1,1,0,1,1,2,2,1,3,1,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,1,3,1.0,1.0,6,0,0
10548,2,5,1,5,2,0,1,1,0,0,0,1,1,0,1,1,2,1,1,3,2,0,1,1,0,0,0,1,1,0,1,1,3,0,0,0,1,3,2.0,1.0,5,0,0
10549,2,3,1,4,2,1,1,1,1,1,0,1,1,0,1,1,2,1,3,3,1,0,1,0,0,0,0,0,1,0,1,1,3,0,0,0,1,3,2.0,1.0,6,0,1
10550,4,2,1,0,2,0,1,1,0,1,0,2,1,0,1,2,2,1,3,3,3,0,1,0,0,0,0,0,1,0,1,1,3,,0,0,1,3,1.0,1.0,5,0,0
10551,2,3,1,4,2,0,1,1,0,0,0,1,1,0,1,1,2,1,4,3,2,0,0,1,0,0,0,1,1,0,1,1,3,0,0,0,1,3,1.0,1.0,6,0,0
10552,2,1,1,0,2,0,1,1,0,0,0,1,1,0,1,1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,3,2.0,1.0,2,0,0
10553,2,3,1,3,2,0,1,1,0,1,0,1,1,0,1,1,2,1,2,3,1,1,1,1,0,0,0,1,1,0,1,1,3,1,0,0,1,3,2.0,1.0,4,0,0
10554,2,3,1,4,2,0,1,1,0,1,0,1,1,0,1,1,2,1,1,3,2,1,1,1,0,0,0,1,1,0,1,1,3,1,0,0,1,3,2.0,1.0,6,0,0
10555,2,2,1,2,2,0,1,1,0,1,0,1,1,0,1,1,2,1,1,3,2,0,0,1,0,0,0,0,1,1,1,1,3,1,0,0,1,3,1.0,1.0,4,0,1
10556,2,2,1,0,2,0,1,1,0,0,0,1,1,0,1,1,2,2,1,3,3,0,0,0,0,0,0,0,0,2,1,1,2,,0,0,1,3,3.0,2.0,2,0,0
10557,2,3,1,4,2,1,1,1,1,1,1,3,1,0,1,1,2,1,1,3,2,1,1,1,0,0,0,1,1,0,1,1,3,1,0,0,1,2,2.0,1.0,6,1,1
10558,2,2,1,1,2,1,1,1,1,1,0,1,1,0,1,1,2,1,3,3,2,1,0,1,1,0,0,0,1,1,1,1,3,1,0,0,1,1,2.0,1.0,3,1,1
10559,2,3,1,5,2,0,1,1,0,0,0,1,1,1,1,3,2,1,2,3,2,0,1,1,0,0,0,0,1,0,1,1,3,,0,0,1,4,1.0,1.0,7,0,0
10560,2,4,1,3,4,0,1,1,0,0,0,1,1,1,1,1,2,2,,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,2.0,1.0,7,0,0
10561,4,2,1,1,3,0,1,1,0,0,0,1,1,1,1,1,2,2,,3,3,0,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,2.0,1.0,7,0,0
10562,4,3,1,4,1,1,1,2,1,1,0,2,1,1,1,1,2,2,2,3,3,0,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,1.0,2.0,7,1,1
10563,2,4,1,2,1,0,1,1,0,0,0,1,1,1,1,1,2,2,2,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,1.0,1.0,2,0,0
10564,2,2,1,3,3,0,1,1,0,0,0,1,1,1,1,1,2,2,,3,3,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,1.0,1.0,5,1,1
10565,4,3,1,4,3,0,1,1,0,0,0,1,2,1,1,1,2,2,4,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,2.0,1.0,7,0,0
10566,2,2,1,5,3,0,1,1,0,0,1,1,1,1,1,1,2,2,,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,2.0,7,0,0
10567,2,5,1,7,3,0,1,1,0,1,0,1,1,1,1,1,2,2,,3,3,0,1,0,0,0,0,1,1,0,1,1,3,0,0,0,1,3,3.0,2.0,4,0,0
10568,2,1,1,0,1,0,1,2,1,1,0,2,1,1,1,1,2,2,2,3,3,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,1,3,2.0,2.0,2,1,1
10569,1,3,1,2,2,0,1,1,0,1,0,1,1,1,1,1,2,1,2,3,3,0,1,1,0,0,0,,1,0,1,2,3,,0,0,1,3,2.0,1.0,3,0,0
10570,2,2,1,3,1,0,1,1,0,1,0,1,1,1,1,1,2,1,2,3,3,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,1,3,1.0,1.0,5,0,0
10571,1,2,1,3,1,0,1,1,0,0,0,1,1,1,1,2,2,3,2,3,3,0,1,0,0,0,0,1,0,0,1,1,3,1,0,0,1,2,2.0,1.0,4,0,0
10572,1,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,1,2,3,3,0,0,0,0,0,0,1,0,0,1,1,3,,0,0,1,3,2.0,1.0,2,0,0
10573,2,3,1,3,3,0,1,1,0,1,0,1,1,,1,1,2,2,,3,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,3,1.0,1.0,5,0,0
10574,2,3,1,6,3,0,1,1,0,1,0,1,1,1,1,1,2,2,,3,3,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,3,1.0,1.0,7,0,0
10575,2,5,1,4,4,0,1,1,0,1,0,2,1,1,1,1,2,2,,3,3,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,3,2.0,2.0,3,1,1
10576,4,2,1,1,2,0,1,1,0,1,0,1,1,1,1,1,2,2,2,3,3,1,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,3,2.0,2.0,6,1,1
10577,2,3,1,7,3,0,1,1,0,1,0,1,1,1,1,1,2,2,4,2,3,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,1.0,1.0,8,0,0
10578,2,3,1,5,1,0,1,1,0,1,0,3,1,1,1,1,2,2,2,3,1,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,1.0,1.0,7,0,0
10579,1,2,1,0,1,0,1,1,0,1,0,1,1,1,1,2,2,1,2,3,3,0,0,0,0,0,0,,0,1,1,4,3,,0,0,1,4,1.0,1.0,2,1,1
10580,2,4,1,4,3,0,1,1,0,0,0,3,1,1,1,1,2,2,1,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,1.0,1.0,5,1,1
10581,2,3,1,2,2,0,1,1,0,0,1,2,1,0,1,1,2,2,2,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,2.0,2.0,4,1,1
10582,4,2,1,0,1,0,1,1,0,1,0,1,1,1,1,1,2,2,2,3,3,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,4,2.0,1.0,7,1,1
10583,4,2,1,0,3,0,1,1,0,0,0,1,1,1,1,2,2,1,4,3,3,0,1,0,0,0,0,0,1,2,1,1,3,0,0,0,1,3,3.0,2.0,3,0,0
10584,1,2,1,3,1,0,1,1,0,0,0,1,1,1,1,1,2,2,1,3,3,0,1,0,0,0,0,0,1,1,1,1,3,1,0,0,1,3,1.0,1.0,4,0,0
10585,2,4,1,7,1,0,1,1,0,0,0,1,1,0,,2,2,1,,3,1,0,1,0,0,0,0,0,1,0,1,1,3,0,0,0,2,2,1.0,1.0,5,0,0
10586,2,2,1,2,1,0,1,1,0,0,0,1,1,0,1,2,2,1,2,3,1,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,2,2,2.0,1.0,4,1,1
10587,2,3,1,2,2,0,1,1,0,0,0,1,1,0,,2,2,2,,3,1,0,1,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,1.0,1.0,4,0,0
10588,2,2,1,0,3,0,1,1,1,0,1,1,1,1,1,2,2,2,4,3,3,0,1,0,0,0,0,0,1,0,1,1,3,0,0,0,1,3,2.0,1.0,2,0,0
10589,2,4,1,3,2,0,1,1,0,1,0,1,1,1,1,2,2,1,2,3,1,1,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,2.0,2.0,3,0,0
10590,2,5,1,3,2,0,1,1,0,0,0,1,1,1,0,2,2,1,,,1,0,1,0,0,0,0,0,1,0,2,1,3,1,0,0,1,3,1.0,2.0,3,0,0
10591,2,2,1,3,1,0,1,1,0,0,0,1,1,1,1,1,2,2,2,3,3,1,1,0,0,0,0,1,0,0,1,1,3,1,0,0,1,3,2.0,1.0,4,0,0
10592,1,4,1,3,3,0,1,1,0,1,0,2,1,1,0,2,2,1,4,3,3,0,1,0,0,0,0,1,1,0,1,2,3,,0,0,1,2,2.0,2.0,3,0,0
10593,2,3,1,4,4,0,1,1,1,1,0,1,1,,1,2,2,1,2,3,1,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,1.0,1.0,7,0,0
10594,1,3,1,4,3,0,1,1,0,1,0,1,1,0,1,2,2,1,,3,3,0,1,0,0,0,0,0,1,1,1,1,3,1,0,0,1,1,1.0,1.0,4,0,0
10595,2,5,1,7,2,0,1,1,0,0,0,1,1,1,1,2,2,2,4,3,3,0,1,0,0,0,0,0,1,2,1,1,3,1,0,0,2,2,1.0,2.0,7,0,0
10596,2,4,1,5,4,0,1,1,0,0,0,1,1,0,,2,2,2,,3,1,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,1.0,7,0,0
10597,1,3,1,4,2,0,1,1,0,0,0,1,1,1,,2,2,2,2,3,1,1,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,3.0,1.0,5,1,1
10598,2,3,1,4,2,1,1,1,1,0,0,1,1,1,1,2,2,2,4,3,3,1,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,1.0,2.0,6,0,0
10599,2,3,1,4,4,1,1,1,1,0,0,1,1,1,1,2,2,2,4,3,3,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,1.0,1.0,6,0,0
10600,2,2,1,0,3,0,1,1,0,0,0,1,1,0,1,1,2,1,2,4,3,0,0,0,0,0,0,1,1,0,1,1,3,,0,0,1,3,2.0,2.0,3,0,0
10601,2,4,1,4,2,0,1,1,0,1,0,1,1,1,1,2,2,2,4,3,3,1,1,0,0,0,0,0,1,1,1,1,3,1,0,0,1,3,1.0,1.0,5,0,0
10602,2,2,1,4,1,0,1,1,0,1,0,1,1,1,1,2,2,2,2,3,1,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,2.0,2.0,6,1,1
10603,2,3,1,6,2,0,1,1,0,0,0,1,1,0,1,1,2,2,1,3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,3,2.0,1.0,8,0,0
10604,2,3,1,8,2,0,1,1,0,0,0,1,1,0,,2,2,1,1,3,3,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,2,3,1.0,1.0,11,0,0
10605,2,3,1,3,2,0,1,1,0,1,0,1,1,0,1,1,2,1,1,3,1,0,1,0,0,0,0,1,0,1,1,1,3,1,0,0,1,4,1.0,1.0,5,0,0
10606,2,2,1,3,2,0,1,1,0,1,0,1,1,1,1,1,2,1,3,3,3,1,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,2.0,1.0,6,0,0
10607,2,5,1,3,3,0,1,1,0,1,0,2,2,1,1,1,2,2,3,3,3,1,0,0,0,0,0,1,1,2,1,1,3,1,0,0,4,3,2.0,1.0,5,0,1
10608,4,3,1,2,2,0,1,1,0,0,0,3,1,1,0,1,2,2,2,3,3,1,0,0,0,0,0,1,1,2,1,1,3,1,0,0,4,3,3.0,3.0,7,1,1
10609,2,4,1,3,3,0,1,1,0,0,0,1,1,,,1,2,1,1,3,3,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,1,4,1.0,1.0,5,0,0
10610,4,3,1,2,2,0,1,1,0,0,0,1,1,1,1,2,2,2,3,3,3,0,0,0,0,0,0,1,1,2,2,1,3,1,0,0,4,1,3.0,3.0,6,0,0
10611,1,3,1,2,2,1,1,1,1,1,0,3,1,0,1,1,2,2,1,3,3,1,1,0,0,0,0,0,1,1,2,2,3,,0,0,4,1,2.0,1.0,3,0,0
10612,2,3,1,5,2,0,1,1,0,0,0,1,1,0,1,1,2,1,2,3,1,0,0,1,0,0,0,1,0,1,2,1,3,1,0,0,2,3,1.0,1.0,7,0,0
10613,2,2,1,3,4,0,1,1,0,0,0,3,1,0,,1,2,1,3,3,2,1,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,1,3.0,2.0,5,1,1
10614,2,4,1,6,3,1,1,1,1,1,0,1,1,0,1,2,2,2,1,3,3,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,1,1.0,1.0,8,1,1
10615,4,3,1,1,3,0,1,1,0,1,0,1,1,1,1,1,2,2,1,3,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,2,3.0,1.0,6,0,0
10616,2,4,1,2,3,0,1,1,0,0,0,16,1,0,1,1,2,2,1,3,3,1,1,0,0,0,0,1,1,1,1,1,3,0,0,0,1,2,2.0,2.0,5,1,1
10617,3,2,16,1,2,1,1,2,1,1,1,1,2,0,,1,2,2,1,3,3,1,1,0,0,0,0,1,1,2,1,1,2,1,0,0,1,2,2.0,2.0,5,1,1
10618,2,4,1,7,4,0,1,1,0,1,0,1,1,0,1,1,2,2,3,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,2.0,8,0,0
10619,2,4,1,6,3,0,1,1,0,0,0,1,1,0,1,2,2,1,1,3,3,0,0,0,0,0,0,1,0,0,2,1,3,1,0,0,1,3,1.0,1.0,7,0,0
10620,2,3,1,4,2,0,1,1,0,0,0,1,1,0,1,2,2,1,3,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,1.0,2.0,5,0,0
10621,2,5,1,2,4,0,1,1,1,1,1,2,2,0,0,1,2,2,2,3,3,1,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,2,2.0,2.0,6,1,1
10622,4,2,3,2,2,1,1,3,1,1,1,16,1,0,,1,2,2,2,3,3,1,0,0,0,0,0,1,1,2,1,1,3,1,0,0,1,2,2.0,2.0,6,1,1
10623,2,3,1,3,4,1,1,1,1,1,0,1,3,0,1,1,1,1,1,3,3,1,0,0,0,0,0,1,1,1,1,1,3,1,0,0,1,1,2.0,2.0,6,1,1
10624,2,5,1,4,2,0,1,1,0,0,1,1,1,0,1,1,2,1,2,3,3,1,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,2,2.0,1.0,8,1,1
10625,2,4,1,5,2,0,1,1,0,1,0,2,1,0,1,1,2,2,2,3,3,0,1,1,0,0,0,1,1,0,1,1,3,1,0,0,1,4,1.0,1.0,7,0,1
10626,2,3,1,4,4,0,1,1,0,1,0,1,1,0,1,1,2,3,1,3,4,0,1,0,0,0,0,1,1,1,1,1,3,1,0,0,1,4,1.0,1.0,6,0,0
10627,2,4,1,4,2,0,1,1,0,0,0,2,1,0,1,1,2,2,,3,3,0,0,0,0,0,0,1,1,1,1,1,3,1,0,0,1,4,1.0,1.0,8,0,0
10628,2,6,1,5,4,0,1,1,0,0,0,2,1,0,1,1,2,3,2,3,3,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,3,1.0,1.0,8,0,0
10629,4,3,3,3,2,1,1,1,1,1,0,2,1,0,1,1,2,2,2,3,3,1,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,1.0,1.0,8,1,1
10630,2,5,1,2,4,0,1,1,0,0,0,2,1,0,1,1,2,1,3,3,1,0,1,0,0,0,0,1,1,2,1,1,3,0,0,0,1,3,1.0,1.0,7,0,0
10631,4,2,1,3,4,0,1,1,0,1,0,1,1,0,1,1,2,1,3,3,3,0,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,3,1.0,1.0,7,0,0
10632,4,3,1,3,2,0,1,1,0,1,0,16,1,0,1,1,2,1,2,3,3,0,1,0,0,0,0,0,1,1,2,1,3,1,0,0,1,4,2.0,3.0,6,0,1
10633,2,3,1,3,2,0,1,1,0,0,0,3,1,0,1,1,2,2,1,3,3,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,1.0,2.0,5,0,0
10634,1,4,1,6,4,0,1,1,0,1,0,1,1,0,1,1,2,2,2,2,3,0,1,0,1,0,0,0,1,0,1,1,3,1,0,0,1,3,2.0,1.0,6,0,0
10635,2,3,3,2,2,0,1,1,0,1,0,3,1,0,0,1,2,2,2,3,3,1,1,0,1,0,0,1,1,2,1,1,3,1,0,0,1,1,2.0,2.0,4,1,1
10636,2,3,1,6,4,0,1,1,0,0,0,1,1,0,1,1,2,2,2,3,3,0,,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,1.0,1.0,8,0,0
10637,2,4,1,6,4,0,1,1,0,0,0,1,1,0,1,2,2,1,1,3,3,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,4,1.0,1.0,5,0,0
10638,2,3,1,4,2,0,1,1,0,0,0,1,1,0,1,1,2,1,3,2,3,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,1.0,1.0,7,0,0
10639,1,4,1,7,3,1,1,1,0,0,0,16,1,0,1,2,2,1,3,3,3,1,1,0,0,0,0,0,1,0,1,2,3,,0,0,2,3,3.0,1.0,5,1,1
10640,2,2,16,0,3,1,1,1,1,1,1,1,1,0,1,1,2,1,2,3,3,1,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,3,3.0,2.0,2,1,1
10641,2,5,1,4,4,0,1,1,0,1,0,1,3,1,1,1,2,3,3,3,3,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,1,2.0,1.0,3,0,0
10642,2,3,1,2,4,0,1,1,0,1,0,1,1,1,1,1,2,3,2,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,1,2.0,1.0,4,0,0
10643,2,2,3,0,2,1,2,3,1,1,0,1,2,0,0,1,2,2,2,3,3,1,1,0,0,0,0,0,1,2,2,1,2,,0,0,1,1,3.0,2.0,2,1,1
10644,2,3,1,1,4,0,1,2,0,1,0,3,1,1,1,1,2,3,2,3,3,1,0,0,1,0,0,0,0,2,1,1,2,1,0,0,1,1,2.0,1.0,3,1,1
10645,2,4,1,2,1,0,1,1,0,1,0,2,1,0,0,1,2,2,1,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,2,2.0,3.0,3,1,1
10646,2,4,1,7,4,0,1,1,0,0,0,1,1,0,1,1,2,2,1,3,3,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,4,2.0,1.0,8,0,0
10647,2,3,1,4,3,0,1,1,0,0,0,1,1,0,,1,2,2,1,3,3,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,2,2,1.0,1.0,6,0,0
10648,2,4,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,2,1,3,3,1,1,0,1,1,0,1,1,1,1,1,2,1,0,0,1,2,2.0,3.0,3,1,1
10649,2,3,1,2,1,1,1,2,1,1,1,16,16,1,1,1,2,2,3,3,3,1,1,0,0,0,0,1,1,1,2,1,2,1,0,0,1,2,2.0,1.0,4,1,1
10650,2,2,1,1,2,1,1,1,1,1,1,3,1,0,1,1,3,3,1,3,3,1,1,0,0,0,0,0,1,0,1,1,2,1,0,0,1,2,2.0,2.0,3,1,1
10651,2,3,1,3,4,0,1,1,0,0,0,1,1,1,1,1,2,1,1,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,1.0,1.0,4,1,1
10652,2,3,1,3,4,0,1,1,0,1,0,1,1,0,1,1,2,1,1,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,4,2.0,1.0,6,0,0
10653,1,2,1,3,2,0,1,1,0,1,0,1,1,0,0,1,2,3,1,3,3,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,1,4,1.0,1.0,4,0,0
10654,2,5,1,7,2,0,1,1,0,0,0,1,1,1,1,1,2,3,4,3,,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,2,3,2.0,1.0,6,0,0
10655,2,3,1,3,2,1,1,1,1,1,0,2,2,0,,1,2,1,1,1,2,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,3,2.0,2.0,5,0,0
10656,2,3,1,5,1,0,1,1,0,0,0,1,1,1,1,1,2,3,1,3,3,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,3,1.0,1.0,7,1,1
10657,2,3,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,3,1,3,3,1,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,3,1.0,1.0,4,1,1
10658,2,4,1,3,2,0,1,1,0,0,0,2,1,0,1,1,2,3,3,3,3,0,0,0,0,0,0,1,1,0,1,1,2,1,0,0,1,4,1.0,1.0,7,0,0
10659,2,3,1,2,2,0,1,2,0,1,0,1,1,0,0,1,2,3,3,3,1,1,1,0,0,0,0,0,1,0,1,1,2,0,0,0,1,3,2.0,1.0,4,1,1
10660,2,4,1,1,3,1,1,1,1,1,0,2,2,0,0,1,2,2,2,3,3,1,1,0,0,0,0,0,1,0,1,1,3,0,0,0,1,2,2.0,2.0,2,1,1
10661,2,4,1,1,3,0,1,1,0,1,0,16,1,0,1,1,2,2,2,3,3,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,1,3,3.0,3.0,3,1,1
10662,2,4,1,4,4,0,1,1,0,0,0,1,1,0,1,2,2,3,1,3,3,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,4,2.0,1.0,3,0,0
10663,2,4,1,3,2,0,1,1,0,0,0,1,1,1,1,1,2,2,1,3,3,0,1,0,0,0,0,1,1,0,1,1,3,,0,0,1,4,1.0,1.0,4,1,1
10664,2,2,1,3,4,0,1,1,0,0,0,1,1,0,1,2,2,2,3,3,1,0,1,0,0,0,0,1,1,2,1,1,2,0,0,0,1,4,2.0,1.0,5,0,0
10665,1,3,1,3,2,1,1,2,1,1,0,3,2,1,0,1,2,2,2,3,3,1,1,0,0,0,0,0,1,0,1,2,3,,0,0,1,1,3.0,1.0,4,1,1
10666,2,5,1,0,4,0,1,1,0,0,0,1,1,0,1,1,2,3,1,3,3,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,4,2.0,1.0,4,0,0
10667,2,5,1,6,4,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,2,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,3,3.0,3.0,11,1,1
10668,4,3,1,1,4,0,1,1,0,1,1,1,1,1,,1,2,2,2,3,3,1,0,0,0,0,0,0,1,1,1,1,3,1,0,0,1,3,3.0,3.0,11,1,1
10669,4,2,1,0,4,0,1,1,0,0,0,1,1,0,1,2,2,1,3,3,3,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,4,1.0,2.0,5,0,0
10670,2,3,1,4,5,0,1,1,0,0,0,1,2,0,0,1,2,2,2,3,3,1,1,0,0,0,0,1,1,1,1,1,3,1,0,0,1,4,1.0,2.0,6,1,1
10671,2,2,1,0,5,0,1,1,0,0,0,1,1,0,1,1,2,,2,3,,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,1,4,2.0,1.0,2,1,1
10672,1,4,1,0,4,0,1,1,0,0,0,1,1,0,1,1,2,3,4,3,,0,1,0,0,0,0,,1,2,1,2,3,,0,0,1,4,2.0,1.0,1,0,0
10673,2,2,1,4,2,0,1,1,0,0,0,1,1,0,1,1,2,3,4,4,3,0,1,0,0,0,0,1,0,0,1,1,3,,0,0,1,4,1.0,1.0,6,0,0
